id,content,sentiment
318,"renner's performance as dahmer is unforgettable , deeply absorbing . ",1
319,"if you love reading and/or poetry , then by all means check it out . you'll probably love it . ",1
320,energetic and boldly provocative . ,1
321,star wars is back in a major way . ,1
322,it's a movie -- and an album -- you won't want to miss . ,1
323,"it's rare to find a film that dazzles the eye , challenges the brain , and satisfies our lust for fast-paced action , but minority report delivers all that and a whole lot more . ",1
324,"while not all transitions to adulthood are so fraught , there's much truth and no small amount of poetry in girls can't swim . ",1
325,"if there's nothing fresh about wannabes , which was written by mr . demeo , who produced and directed the film with charles a . addessi , much of the time the movie feels authentic . ",1
326,jacquot's tosca is a treat . ,1
327,"by the end of no such thing the audience , like beatrice , has a watchful affection for the monster . ",1
328,"if you liked such movies as notting hill , four weddings and a funeral , bridget jones' diary or high fidelity , then you won't want to miss about a boy . ",1
329," . . . the gentle melding of drama and comedy makes "" what time is it there ? "" something the true film buff will enjoy . ",1
330,"romanek keeps the film constantly taut . . . reflecting the character's instability with a metaphorical visual style and an unnerving , heartbeat-like score . ",1
331,i whole-heartedly recommend that everyone see this movie-- for its historical significance alone . ,1
332,"longley has constructed a remarkably coherent , horrifically vivid snapshot of those turbulent days . ",1
333,"although it bangs a very cliched drum at times , this crowd-pleaser's fresh dialogue , energetic music , and good-natured spunk are often infectious . ",1
334,go see it and enjoy . ,1
335,"the stunning , dreamlike visuals will impress even those viewers who have little patience for euro-film pretension . ",1
336,george clooney proves he's quite a talented director and sam rockwell shows us he's a world-class actor with confessions of a dangerous mind . ,1
337,there's a vastness implied in metropolis that is just breathtaking . ,1
338,murderous maids may well be the most comprehensive of these films and also strike closest to the truth . ,1
339,"the people in dogtown and z-boys are so funny , aggressive and alive , you have to watch them because you can't wait to see what they do next . ",1
340,"as bundy , michael reilly burke ( octopus 2 : river of fear ) has just the right amount of charisma and menace . ",1
341,"a deceivingly simple film , one that grows in power in retrospect . ",1
342,"ana is a vivid , vibrant individual and the movie's focus upon her makes it successful and accessible . ",1
343,"a slick , skillful little horror film . ",1
344,"a very witty take on change , risk and romance , and the film uses humour to make its points about acceptance and growth . ",1
345,bullock does a good job here of working against her natural likability . ,1
346,a film of precious increments artfully camouflaged as everyday activities . ,1
347,kinnear gives a tremendous performance . ,1
348,"the best movie of its kind since 'brazil . ' lucas , take notes . this is how you use special effects . ",1
349," "" frailty "" has been written so well , that even a simple "" goddammit ! "" near the end takes on a whole other meaning . ",1
350,one hour photo is an intriguing snapshot of one man and his delusions ; it's just too bad it doesn't have more flashes of insight . ,1
351,kaufman creates an eerie sense of not only being there at the time of these events but the very night matthew was killed . ,1
352,"chalk it up to my adoration for both de niro and murphy , but i had a pretty good time with this movie - despite its myriad flaws . ",1
353,"its scenes and sensibility are all more than familiar , but it exudes a kind of nostalgic spy-movie charm and , at the same time , is so fresh and free of the usual thriller nonsense that it all seems to be happening for the first time . ",1
354,"it represents better-than-average movie-making that doesn't demand a dumb , distracted audience . ",1
355,a charming yet poignant tale of the irrevocable ties that bind . ,1
356,an enchanting spectacular for potter fans anxious to ride the hogwarts express toward a new year of magic and mischief . ,1
357,"the talents of the actors helps "" moonlight mile "" rise above its heart-on-its-sleeve writing . ",1
358,"it's a humble effort , but spiced with wry humor and genuine pathos , especially between morgan and redgrave . ",1
359,this examination of aquatic life off the shores of the baja california peninsula of mexico offers an engrossing way to demonstrate the virtues of the imax format . ,1
360,"dark and disturbing , but also surprisingly funny . ",1
361,"starts off with a bang , but then fizzles like a wet stick of dynamite at the very end . it's still worth a look . ",1
