content	emotion1	emotion2	sentiment
渐渐成长的我们：习惯了每天上下班一个人坐在公车上，塞上耳塞，看着窗外和我们一样为生活而忙碌奔波的人。 会感慨生活是多么不易，不再是爸妈怀抱里的小孩，已经长大的我们却会被电影里的某个情节而感动。 生活改变了我们，却变不了坚强的外表下那颗敏感而柔弱的心。 	sadness	none	-1
超神奇的股市信号，不信都不行…… //@SMG陆洋: @I_C_C //@仇芳芳： //@dobbyzhang:无 	surprise	none	2
道不同，不相为谋。 有些人，对他们寄予希望就是浪费时间，嘴上仁义道德，其实只为了自己的利益，而且鼠目寸光。 不陪他玩了。 	disgust	none	-1
分享图片谁能告诉我这人到底是谁，我求你们了 谢谢，我会报答大家的，来天津的车票我给你们报了，煎饼果子给你们加8个鸡蛋！！ 谢谢了 ，互相问一下 	like	none	1
刚看完王朔的《一半海水，一半火焰》。 原来缺少安全感的两人可以互相折磨到这种程度。 由此可见，内心的力量是十分强大的。 晚安全世界[打哈气][打哈气][打哈气] 	none	none	0
白胡椒河虾=麦虾虾。。。 很野味哦。。。 就是好辣。。。 做的时候都味道刺激味蕾的气味真扑鼻。。。 白胡椒祛湿。。。 黑胡椒很香。。 	like	none	1
回复@阳光靓女:多谢博友的关注，熙道一定不会辜负大家的期望[太阳] //@阳光靓女:[太阳] 熙道老师的重任在肩，不负重望，童鞋们预祝老师圆满完成拍摄任务！ 加油！[闪闪红] 	happiness	none	1
每次在诺坎普，看见切尔西国米皇马被罚下一个人，心里就安定下来了。 这些球队早都习惯了十个人比赛。 少一个人，死守起来更肆无忌惮。 真是魔高一尺，道高一战，你有干爹，我有死守。 	none	none	0
看=探索与发现 //@Resource雷羽：你有理由不让你儿子看新闻联播吗？ 求解 //@张计卫:雷总站的高尿的远啊! 	none	none	0
佛说，生命中的许多东西是可遇不可求，刻意强求的得不到，而不曾被期待的往往会不期而至。 因此，要拥有一颗安闲自在的心，一切随缘，顺其自然，不怨怒，不躁进，不过度，不强求，不悲观，不刻板，不慌乱，不忘形，不以物喜，不以己悲。 	none	none	0
08年的事了。 其实当时我就奇怪，这个不是常识吗？ 大概只有从来不献血或者献血的地方条件比较艰苦的不懂吧。 但是，无知是一码事，恶意的污蔑和诋毁，是另一回事。 我没不HD，只想说针对这个事情而恶意诋毁的人，你和你的亲人需要的时候会没血用。 	disgust	anger	-1
中国的人大代表真是很奇特的一类生物。 所谓代表，应该是从某一人群里来，和某一人群的人有相同特性，且代表这一群体的利益。 可事实上恰恰相反，人大代表们几乎是横空出世的，除了一年几次作秀似的调研，始终和人民保持距离，最奇特的是，就没见他们真正为人民争取过利益，倒是代表人民一直在出卖人民。 	disgust	none	-1
美国全国广播公司(NBC)24日报道，有多名美国官员表示，朝鲜最早将于美当地时间24日晚进行核试验。 	none	none	0
听说SimSimi最近很火？ 狗萌萌忍不住去试了试....... 结果发现这货太特么黑了！！ 瞧瞧他各种吐槽，这小鸡太凶残..... 注：SimSimi是一个国外开发的聊天app，以小鸡为自己形象。 	surprise	none	2
如果可以经常休息该多好·如果可以天天出去玩 多好··如果 有那么多的如果 我该多幸福··？ [哈哈] 好开心的一天 奥特曼········[心] 	happiness	like	1
路透社报道，5月21日，有利比亚人携带枪只和匕首闯入一辆载有外国记者的巴士。 当时，一辆酒店穿梭巴士载着一名路透社记者和一名香港凤凰卫视记者驶往突尼斯边境，车辆在加油站优先获得了汽油，从而引发人群不满。 此事件反映了人们对气油短缺、北约两个月的空袭、国家媒体与外国记者不实报道的愤怒。 	none	none	0
哎哟。。 《国民英雄》看到第二集！！！ 气死我了啊啊！！！！ 虐死了啊啊！！ 编剧NB啊！！！ 真是一天下来天堂掉到地狱！！！ 气死我了！！！！！ 话说郭采洁那角色怎么又能溜进电台了，不是保安已经有她照片了还被叮嘱要留意的吗！！ 大BUG啊！！！！ 	anger	disgust	-1
所以，类似于《广电电气职工股被低价甩卖 374人错失十亿财富》这样的事情总是在不断上演着，勤劳的中国人又怎么富裕呢？ 	sadness	disgust	-1
中高层管理者最不该有的三种习惯：抱怨、滥用权利、盲目服从。 永远不要在下属面前抱怨你的公司或老板，一百项激励措施都挽回不了一句抱怨带来的消极影响；珍惜你手中的权利，好队伍是带出来的，不是管出来的；盲目服从不等于出色的执行力。 老板宁可在事前听你拒绝的理由，也不要在事后得到失败的噩耗； 	none	none	0
首次遭遇被清场[吃惊]这几只小猫都是被清到休息室滴~我很骄傲的说我是猫王[酷]化妆间有大咖素颜不能见人[打哈气] 	happiness	like	1
5月15日，宽旭法师前往京都，在天龙寺宝严院田源和尚的陪同下，拜访了大觉寺、仁和寺、智积院、东长寺等寺院，并向他们介绍了大兴善寺大雄宝殿的进程，邀请他们在下半年前往西安参加大兴善寺大雄宝殿落成典礼暨佛像开光法会。 	none	none	0
为神马伤到的偏偏是右手食指！… 画画写字打鼓都离不开它啊啊啊啊… 一用力就会把伤口撕裂，创口贴像丢进血缸里泡过一样… 我还要浪费多少创口贴啊… 	sadness	none	-1
一老太太看完黑人百米赛后，抹着眼泪说：吓死人！ 几个挖煤的跪成一排被枪毙，没瞄准就开了枪，娃儿们吓得那个跑呀，绳子都拦不住哇！ 	none	none	0
Anna Dello Russo一袭连身皮裙以及颇具特色的帽子亮相Lanvin发布会。(@VOGUE时尚网 ) 	none	none	0
真心烦，都说最讨厌xx了，以后大家开车要小心 不要跟到三轮车 乌龟车的后面，刚才就是 一辆拉货的电动三轮车 你停下来就算了，干嘛还突然倒退，撞了人家还不说对不起，还叫了老板娘跟老太太来给你助威，本来觉得小事 不让你赔了 结果你没礼貌 连叫来的老板娘也没礼貌， 	anger	disgust	-1
圣埃蒂安高层关于帕耶的态度远比想象中的强硬，之前他们已经坚决地拒绝了一份来自切尔西的千万报价，自然巴黎那份800万+200万奖金的报价也不足以使圣埃蒂安动摇。 虽然帕耶态度强硬，并已经亲临巴黎，但绿军主席罗梅耶讽刺帕耶是去看艾佛尔铁塔的，而且希望明早他能在圣埃蒂安和他的队友们共进早餐。 	none	none	0
你身边有沒有一个喜欢咬人的女生？ 她喜欢在你手臂上使劲的咬一口 然后问你痛不痛。 看到你手臂上的牙齿印东一个坑西一个坑 她又会把你的手拿过去亲几口 这是她对你专属的烙印。 但始终会有那么一天 你会甩开她的手 说她煩... 喜欢咬人的女生都缺乏安全感 如果你身边有一个喜欢咬人的女生 请疼她多一点。 	none	none	0
若，让夜停止清唱，只留下淡淡的剪影，是否我的惆怅，会随着夜的静止而宁静。 若，让回忆停止漫延，只留下浅浅的余温，是否我的思念，会随着记忆的终止而停歇。 	none	none	0
当当买过一次书，发现错了，要求退换，过程痛苦，搭了时间和邮费，结果石沉大海，快两年了。。 这辈子再不沾他们家族 	disgust	none	-1
发怒，是用别人的错误惩罚自己；烦恼，是用自己的过失折磨自己；后悔，是用无奈的往事摧残自己；忧虑，是用虚拟的风险惊吓自己；孤独，是用自制的牢房禁锢自己；自卑，是用别人的长处抵毁自己···摒弃这些，你就会轻松许多！！！ 	none	none	0
回上海喽，刚刚到火车站已误了火车，于是直奔去改签半小时后一班，所幸的是还有位子[呵呵]多出来的二十分钟正好吃顿中饭，东方既白的猪排饭正好特价，比昨天的coco实惠多了[酷]自己是个随性的人，旅途中常常有这样的小意外，随遇而安就好，每个意外都是段独特的经历… 不过，如此还是一个人上路 	happiness	none	1
爸妈为期一周的扫墓＋对我的探望之旅正式结束，一会儿准备送他们回南京了。。。 我又要开始一个人了。。。 有爸妈在每天有热饭热菜吃的感觉真幸福。。。 有人说话。。。 有人铺床。。。。 我爱你们两个老家伙～ 	like	happiness	1
昨天下午，要给新的类似新闻梳理的子栏目起个名字，于是大家七嘴八舌就起出了一堆，这是一部分。 看看哪个最不正经？ 	none	none	0
这样的扣篮你绝对没看过，史无前例，神马卡特大风车都是浮云。。 （海量GIF图@GIF图精选，猛点关注） 	surprise	like	1
最新世界人口排名：1、中国；2、印度；3、Facebook；4、QQ；5、QQ空间； 6、美国；7、MySpace；8、印度尼西亚；9、巴西；10、Twitter。 	none	none	0
用事实告诉你秀全是一间时尚和前卫的学校！！ 校服以绿色打底，充分表现当代青少年的活力，加以黄白色搭配，简单而青春。 价廉物美，造型经典，更与国际接轨，击败众多欧美大牌！！～ 秀全校服惊现国外超市！ 	none	none	0
Pollini这款橙色的鱼嘴高跟鞋，色彩无论是夏季还是冬季，都会成为街角中的焦点。 黑色的服装会很搭配这双鞋。 	none	none	0
0201 Teen Top Twitter：Shy Boy变身！！！ 为在春节聚集在一起的家人们送去大欢笑~在录制现场见面的Secret前辈们直接教授point舞蹈^^ 嘻嘻嘻请期待吧~~！ 	happiness	like	1
诡异! 日本仙台在7.4级余震后出现怪异光线 环球网记者王欢报道据日本NHK电视台4月7日消息，日本宫城县7日晚11时32分（北京时间10时32分）再次发生7.4级地震。 日本气象厅在地震发生后第一时间发布海啸警报。 宫城县仙台市在此次地震后出现怪异光线，目前尚不清楚光线发出的源头。 	surprise	none	2
注册网站我有个习惯，要求写真名时，注册Sina我就填张新浪，注册Yahoo我就叫张雅虎，注册Baidu我就写张百度，注册Mop我就写张猫扑，注册Google我就改张谷歌。 今天接到个电话，问：是张建设小姐？ 我知道，建设银行把我的个人资料卖掉了。 	anger	surprise	-1
大部分高科技公司的轨迹都差不多，实际营收数据不理想，但置于资本市场上就身价百倍，总有海量的投资者和股民为其撑腰，这是资本市场的魔力所在。[鼓掌] 	none	none	0
心血来潮，把洗手间清洁了个底朝天！！ 又喜又累...... 看着闪闪发亮的小马桶，我还舍得用嘛我...... 哦了，洗澡澡睡觉咯！ 晚安，想念！ 	happiness	like	1
瑞兔踏祥云，辞虎庆新春。 佳节之际，文虎给老师拜年啦，祝您及家人新春快乐，平安健康，工作顺心，万事顺意！ 	like	none	1
准备上飞机了，今天现场崩乱了，人数统计也有失误，原来只目测了100多人，结果忽然不知道从哪儿又冒出了几百人，一下场面就失控了。 大家见谅，回到杭州后报告今天的各种细节。 放心吧，妹子们，三叔会负责的。 	none	none	0
